"NAME","B08133_001E","B08011_001E","B08011_007E","B08133_007E","B08011_008E","B08133_008E","B08011_009E","B08133_009E","B08011_010E","B08133_010E","B08011_011E","B08133_011E","B08011_012E","B08133_012E","B08011_013E","B08133_013E","B08006_002E","B08006_008E","B08006_016E","B19013_001E","B08006_001E","B08201_001E","B08201_002E","B08201_003E","B08201_004E","B08201_005E","B08201_006E","B25003_001E","B25003_002E","B25003_003E","B02001_001E","B02001_002E","B02001_003E","B02001_004E","B02001_005E","B02001_008E","B02008_001E","B02009_001E","B02010_001E","B02011_001E","B02012_001E","state","county","tract"
"Census Tract 9, Providence County, Rhode Island","","1247","63","","111","","133","","82","","255","","115","","81","","836","72","0","37500","1290","970","245","448","248","29","0","970","160","810","2889","2251","148","0","188","27","2262","165","7","188","0","44","007","000900"
"Census Tract 21.01, Providence County, Rhode Island","","1389","236","","228","","98","","20","","75","","66","","22","","1296","62","19","64271","1430","923","95","259","437","124","8","923","543","380","2774","1986","341","21","18","55","2008","341","54","31","0","44","007","002101"
"Census Tract 21.02, Providence County, Rhode Island","","2862","464","","211","","448","","95","","113","","69","","88","","2602","203","0","55887","2967","2048","236","906","698","156","52","2048","1024","1024","6150","2848","1375","0","284","284","2980","1480","186","297","0","44","007","002102"
"Census Tract 119.01, Providence County, Rhode Island","","1765","272","","267","","278","","75","","180","","0","","0","","1681","84","0","65250","1812","1242","32","519","452","168","71","1242","783","459","3428","2522","591","0","49","124","2609","666","45","114","6","44","007","011901"
"Census Tract 119.02, Providence County, Rhode Island","","2053","436","","275","","404","","48","","72","","37","","93","","2037","0","0","62414","2089","2248","106","1212","680","162","88","2248","1670","578","4421","3947","98","0","161","65","3947","140","17","184","0","44","007","011902"
"Census Tract 121.03, Providence County, Rhode Island","","1311","293","","165","","197","","122","","96","","27","","4","","1248","11","44","49013","1337","1439","217","820","285","117","0","1439","467","972","2612","1973","116","8","205","119","2092","149","63","259","0","44","007","012103"
"Census Tract 101.02, Providence County, Rhode Island","","1697","299","","349","","221","","134","","73","","61","","10","","1636","30","22","72928","1785","1616","184","620","632","138","42","1616","1105","511","3683","3495","74","0","69","34","3505","74","24","93","0","44","007","010102"
"Census Tract 106, Providence County, Rhode Island","","3135","435","","533","","518","","152","","127","","76","","58","","3081","22","0","53206","3164","2887","324","1269","967","185","142","2887","1886","1001","6220","5638","236","0","0","319","5957","524","31","26","0","44","007","010600"
"Census Tract 112, Providence County, Rhode Island","","3207","615","","212","","217","","83","","18","","33","","24","","3110","87","0","58286","3291","2308","297","885","633","361","132","2308","1175","1133","5686","5199","129","0","76","0","5199","129","0","76","0","44","007","011200"
"Census Tract 116, Providence County, Rhode Island","","3347","740","","602","","614","","275","","179","","42","","63","","3181","34","96","109863","3393","2257","0","615","991","356","295","2257","2027","230","6365","5881","84","0","168","133","6014","86","34","265","0","44","007","011600"
"Census Tract 120, Providence County, Rhode Island","","2577","208","","569","","284","","230","","250","","15","","20","","2308","190","26","67289","2660","2281","312","713","932","260","64","2281","1464","817","6041","5176","423","0","208","185","5294","505","73","238","0","44","007","012000"
"Census Tract 127.02, Providence County, Rhode Island","66555","2310","467","14170","361","7560","200","3655","127","2115","90","1680","66","1415","39","855","2284","17","8","84885","2429","1941","126","590","781","254","190","1941","1610","331","4899","4668","1","0","58","170","4812","47","54","131","0","44","007","012702"
"Census Tract 128.03, Providence County, Rhode Island","72985","2234","327","10500","202","6145","246","7330","125","2800","197","6200","56","460","36","1300","2185","22","27","92052","2367","1801","22","516","867","239","157","1801","1550","251","4529","4302","68","0","59","99","4384","136","31","59","0","44","007","012803"
"Census Tract 134, Providence County, Rhode Island","","2078","268","","406","","431","","235","","278","","97","","0","","1833","146","85","90013","2179","1681","145","473","839","216","8","1681","1085","596","4113","3436","125","0","141","227","3663","219","9","164","0","44","007","013400"
"Census Tract 141, Providence County, Rhode Island","41865","1933","280","7280","198","4075","130","2810","107","1830","142","4740","50","905","104","2220","1800","26","26","38833","1933","1877","342","740","509","259","27","1877","792","1085","4914","3353","630","51","469","137","3464","656","93","501","13","44","007","014100"
"Census Tract 145.02, Providence County, Rhode Island","","2165","232","","540","","402","","80","","178","","15","","40","","2133","0","4","63539","2252","1795","31","731","767","178","88","1795","1070","725","4105","3901","28","0","47","102","4003","63","23","114","0","44","007","014502"
"Census Tract 161, Providence County, Rhode Island","62550","2341","195","3535","266","5015","151","4450","114","2730","129","3465","71","4760","44","1030","2127","98","0","41835","2436","1841","278","921","536","74","32","1841","337","1504","4687","1698","1704","0","99","364","1956","1867","169","116","20","44","007","016100"
"Census Tract 165, Providence County, Rhode Island","","2118","397","","333","","206","","185","","150","","125","","7","","1904","108","10","77639","2186","1725","206","740","690","65","24","1725","1040","685","3804","3190","234","0","205","166","3305","360","27","245","0","44","007","016500"
"Census Tract 173, Providence County, Rhode Island","","1414","191","","174","","153","","46","","56","","0","","12","","1292","65","57","64000","1458","1208","126","446","476","111","49","1208","558","650","3172","2639","329","38","70","45","2684","339","38","95","0","44","007","017300"
"Census Tract 185, Providence County, Rhode Island","34920","1285","235","7270","173","3990","90","3410","0","-666666666","57","860","29","300","0","-666666666","1226","13","0","54583","1307","1055","100","375","475","86","19","1055","659","396","2767","2517","163","0","7","26","2543","176","0","20","0","44","007","018500"
"Census Tract 4, Providence County, Rhode Island","","1648","157","","353","","132","","71","","71","","41","","3","","1485","138","11","29774","1689","1201","260","542","312","44","43","1201","326","875","4229","1603","1056","134","262","70","1673","1112","168","287","0","44","007","000400"
"Census Tract 10, Providence County, Rhode Island","","796","80","","120","","80","","75","","71","","45","","28","","656","60","0","26580","832","1015","372","351","272","20","0","1015","197","818","2100","1415","305","18","77","14","1429","305","18","91","0","44","007","001000"
"Census Tract 24, Providence County, Rhode Island","","3162","572","","495","","493","","201","","229","","156","","20","","2637","202","32","84150","3382","2107","144","817","862","233","51","2107","1479","628","7347","5800","752","8","176","310","6037","878","21","339","5","44","007","002400"
"Census Tract 32, Providence County, Rhode Island","","1692","285","","291","","246","","148","","177","","71","","51","","1374","145","18","91288","1900","1400","77","739","474","93","17","1400","644","756","3382","2747","272","0","153","122","2857","323","0","191","0","44","007","003200"
"Census Tract 136, Providence County, Rhode Island","","1517","213","","145","","138","","67","","126","","34","","0","","1404","83","0","77436","1525","1076","48","415","512","86","15","1076","714","362","2641","1836","442","12","29","182","1988","537","23","73","0","44","007","013600"
"Census Tract 124.02, Providence County, Rhode Island","","1243","118","","158","","116","","32","","104","","17","","29","","1243","0","0","62685","1243","1087","65","452","418","115","37","1087","708","379","2689","2583","0","0","53","53","2636","0","0","106","0","44","007","012402"
"Census Tract 133, Providence County, Rhode Island","","2454","484","","234","","191","","97","","187","","9","","79","","2363","45","8","89844","2647","1647","57","304","716","338","232","1647","1405","242","4713","4436","38","0","31","208","4644","71","113","93","0","44","007","013300"
"Census Tract 148, Providence County, Rhode Island","","3098","548","","449","","495","","231","","297","","18","","16","","2959","41","0","73348","3121","2273","67","940","840","330","96","2273","1512","761","5713","4756","124","0","505","172","4928","187","0","588","17","44","007","014800"
"Census Tract 17, Providence County, Rhode Island","","1659","417","","244","","119","","49","","54","","0","","48","","1624","1","34","48831","1689","1298","135","588","435","115","25","1298","620","678","3758","1793","250","0","194","198","1875","436","14","206","0","44","007","001700"
"Census Tract 18, Providence County, Rhode Island","","2481","491","","290","","472","","0","","227","","14","","0","","2306","95","27","34947","2501","2087","326","1037","590","105","29","2087","762","1325","6613","2497","1870","148","173","293","2634","1950","279","173","115","44","007","001800"
"Census Tract 19, Providence County, Rhode Island","","1559","115","","141","","419","","11","","139","","38","","124","","1383","73","24","30651","1744","1769","517","811","346","59","36","1769","243","1526","4521","2343","783","24","13","330","2565","962","195","46","55","44","007","001900"
"Census Tract 20, Providence County, Rhode Island","60970","2510","404","9570","152","3415","371","8870","103","1995","101","1485","147","1610","137","1900","2150","43","82","29798","2588","2029","375","1042","509","62","41","2029","728","1301","6305","3485","1093","63","152","380","3610","1353","193","283","0","44","007","002000"
"Census Tract 121.04, Providence County, Rhode Island","","2122","408","","264","","240","","38","","85","","11","","18","","2112","0","0","54206","2186","1944","223","623","903","159","36","1944","793","1151","4575","3686","642","0","61","165","3773","729","78","113","11","44","007","012104"
