"NAME","B08133_001E","B08011_001E","B08011_007E","B08133_007E","B08011_008E","B08133_008E","B08011_009E","B08133_009E","B08011_010E","B08133_010E","B08011_011E","B08133_011E","B08011_012E","B08133_012E","B08011_013E","B08133_013E","B08006_002E","B08006_008E","B08006_016E","B19013_001E","B08006_001E","B08201_001E","B08201_002E","B08201_003E","B08201_004E","B08201_005E","B08201_006E","B25003_001E","B25003_002E","B25003_003E","B02001_001E","B02001_002E","B02001_003E","B02001_004E","B02001_005E","B02001_008E","B02008_001E","B02009_001E","B02010_001E","B02011_001E","B02012_001E","state","county","tract"
"Census Tract 131.01, Providence County, Rhode Island","76230","2270","462","16145","185","4715","321","8695","118","4000","53","1070","108","3370","0","-666666666","2219","13","12","80290","2408","1744","68","407","721","271","277","1744","1539","205","4802","4595","35","0","33","97","4692","87","45","33","0","44","007","013101"
"Census Tract 140, Providence County, Rhode Island","","2839","435","","366","","500","","134","","163","","109","","57","","2681","108","0","56098","2888","2210","92","954","893","131","140","2210","1598","612","6015","4700","220","55","624","141","4841","220","55","747","0","44","007","014000"
"Census Tract 144, Providence County, Rhode Island","","1844","275","","150","","398","","146","","153","","28","","0","","1800","44","0","75089","1932","1649","57","759","567","200","66","1649","1159","490","3670","3465","61","0","34","74","3501","111","24","48","14","44","007","014400"
"Census Tract 170, Providence County, Rhode Island","","2005","330","","337","","190","","104","","76","","35","","6","","1919","28","6","57161","2061","1726","82","773","636","216","19","1726","1270","456","4340","3293","583","23","100","163","3404","654","51","129","77","44","007","017000"
"Census Tract 151, Providence County, Rhode Island","","1810","223","","156","","24","","89","","230","","15","","41","","1572","114","0","22902","1862","1711","520","714","318","121","38","1711","452","1259","4550","1527","1616","0","66","281","1625","1817","81","103","64","44","007","015100"
"Census Tract 154, Providence County, Rhode Island","","1105","95","","83","","138","","49","","39","","45","","29","","1011","43","24","40150","1118","823","98","348","264","94","19","823","182","641","2374","930","866","0","0","175","995","981","48","14","24","44","007","015400"
"Census Tract 160, Providence County, Rhode Island","","1638","291","","256","","140","","126","","80","","10","","12","","1506","92","0","33850","1646","1487","216","926","274","23","48","1487","273","1214","3357","1792","770","100","43","64","1826","800","130","77","34","44","007","016000"
"Census Tract 168, Providence County, Rhode Island","","1363","250","","151","","110","","19","","47","","23","","39","","1291","14","0","50313","1389","1214","51","453","556","90","64","1214","788","426","3094","2563","201","5","43","100","2581","283","17","43","0","44","007","016800"
"Census Tract 169, Providence County, Rhode Island","","1034","127","","182","","177","","84","","78","","44","","4","","1002","11","6","70804","1039","761","22","288","367","48","36","761","614","147","1951","1756","36","0","45","27","1783","63","0","45","0","44","007","016900"
"Census Tract 174, Providence County, Rhode Island","","1213","120","","110","","41","","54","","40","","12","","55","","1050","23","57","22601","1274","1519","356","647","423","49","44","1519","506","1013","3914","2982","409","0","326","94","3044","427","43","337","0","44","007","017400"
"Census Tract 28, Providence County, Rhode Island","","2460","206","","136","","255","","187","","82","","137","","64","","2351","109","0","26532","2560","2408","535","1137","616","105","15","2408","811","1597","6351","3185","1115","78","203","385","3303","1431","314","251","0","44","007","002800"
"Census Tract 157, Providence County, Rhode Island","","1533","165","","181","","227","","42","","112","","88","","8","","1482","14","25","55746","1586","1277","37","574","449","131","86","1277","885","392","3282","2799","203","7","101","105","2904","293","38","101","0","44","007","015700"
"Census Tract 107.02, Providence County, Rhode Island","","2135","358","","306","","249","","214","","31","","55","","17","","2100","28","0","64375","2204","1751","41","665","745","220","80","1751","1456","295","4165","3831","39","0","19","247","4028","105","50","70","0","44","007","010702"
"Census Tract 115, Providence County, Rhode Island","","3409","503","","374","","364","","233","","340","","13","","32","","3368","31","10","62115","3561","2592","107","1078","902","366","139","2592","1465","1127","6704","6081","345","6","133","65","6146","391","12","146","0","44","007","011500"
"Census Tract 139, Providence County, Rhode Island","","1454","194","","138","","215","","244","","141","","45","","7","","1444","10","0","50139","1482","1431","114","645","449","153","70","1431","925","506","2843","2528","39","0","255","21","2549","39","0","276","0","44","007","013900"
"Census Tract 180, Providence County, Rhode Island","","619","49","","72","","82","","20","","27","","0","","40","","512","34","54","16433","626","1525","748","530","214","16","17","1525","123","1402","2504","2082","129","6","222","28","2110","138","15","222","0","44","007","018000"
"Census Tract 163, Providence County, Rhode Island","","1577","162","","256","","193","","100","","78","","14","","73","","1513","32","0","66159","1593","1110","46","410","472","121","61","1110","744","366","2819","1950","344","0","15","129","2042","440","0","28","16","44","007","016300"
"Census Tract 13, Providence County, Rhode Island","","1935","145","","213","","313","","81","","194","","88","","84","","1311","203","150","26969","1954","1563","401","672","418","59","13","1563","311","1252","5076","1672","587","0","570","243","1788","608","129","650","0","44","007","001300"
"Census Tract 102, Providence County, Rhode Island","66520","3323","357","6900","442","7740","592","11900","188","3525","147","2350","178","1605","75","460","3056","209","0","48839","3347","2659","340","1126","1001","84","108","2659","1149","1510","7154","4897","950","4","357","713","5334","1641","217","373","0","44","007","010200"
"Census Tract 142, Providence County, Rhode Island","","1099","120","","192","","120","","118","","95","","37","","28","","1078","5","11","75903","1171","830","5","250","440","98","37","830","629","201","5990","3774","657","101","316","497","4033","1017","386","342","6","44","007","014200"
"Census Tract 146, Providence County, Rhode Island","","3917","755","","614","","720","","280","","155","","18","","93","","3827","70","0","104265","3994","2300","24","386","1181","339","370","2300","2156","144","6890","6043","105","19","431","129","6172","176","52","489","0","44","007","014600"
"Census Tract 132.02, Providence County, Rhode Island","100925","3244","694","23115","353","10190","683","22185","63","960","170","4965","78","990","0","-666666666","3169","35","40","84844","3382","2312","119","425","931","555","282","2312","2123","189","5740","5614","17","20","17","72","5686","17","74","35","18","44","007","013202"
"Census Tract 137.01, Providence County, Rhode Island","","1748","310","","283","","131","","95","","89","","51","","16","","1709","39","0","59477","1821","1457","52","562","614","144","85","1457","880","577","3951","3098","190","5","417","121","3210","226","26","448","0","44","007","013701"
"Census Tract 138, Providence County, Rhode Island","","2516","366","","428","","303","","192","","270","","54","","50","","2443","73","0","62500","2555","1926","104","825","724","225","48","1926","1437","489","4740","3997","326","0","205","150","4147","460","0","221","0","44","007","013800"
"Census Tract 171, Providence County, Rhode Island","","2067","277","","267","","339","","119","","71","","91","","45","","1786","100","66","39201","2076","1769","236","814","474","176","69","1769","771","998","4728","3300","566","14","25","321","3500","775","20","79","12","44","007","017100"
"Census Tract 181, Providence County, Rhode Island","","1142","200","","36","","108","","51","","0","","20","","28","","931","20","146","31346","1142","1248","135","775","291","33","14","1248","274","974","2964","2697","114","0","37","99","2796","180","0","59","0","44","007","018100"
