"NAME","B08133_001E","B08011_001E","B08011_007E","B08133_007E","B08011_008E","B08133_008E","B08011_009E","B08133_009E","B08011_010E","B08133_010E","B08011_011E","B08133_011E","B08011_012E","B08133_012E","B08011_013E","B08133_013E","B08006_002E","B08006_008E","B08006_016E","B19013_001E","B08006_001E","B08201_001E","B08201_002E","B08201_003E","B08201_004E","B08201_005E","B08201_006E","B25003_001E","B25003_002E","B25003_003E","B02001_001E","B02001_002E","B02001_003E","B02001_004E","B02001_005E","B02001_008E","B02008_001E","B02009_001E","B02010_001E","B02011_001E","B02012_001E","state","county","tract"
"Census Tract 153, Providence County, Rhode Island","","1009","128","","15","","42","","64","","52","","9","","5","","847","54","21","37105","1014","870","137","322","309","67","35","870","274","596","2532","1158","865","21","0","123","1255","980","31","0","0","44","007","015300"
"Census Tract 154, Providence County, Rhode Island","","997","78","","108","","35","","0","","37","","7","","43","","872","35","62","31510","1001","887","272","302","222","69","22","887","228","659","2543","1203","653","0","0","90","1268","715","0","0","0","44","007","015400"
"Census Tract 155, Providence County, Rhode Island","","1978","244","","367","","124","","54","","43","","72","","0","","1704","100","89","41908","1981","1593","211","672","558","116","36","1593","682","911","4289","2808","763","0","21","253","3006","865","156","61","22","44","007","015500"
"Census Tract 156, Providence County, Rhode Island","","1381","302","","80","","181","","48","","110","","0","","15","","1293","10","0","51161","1396","1005","94","330","359","206","16","1005","518","487","2564","2178","57","0","137","79","2251","130","6","137","0","44","007","015600"
"Census Tract 157, Providence County, Rhode Island","","1849","326","","277","","121","","140","","67","","0","","12","","1830","10","9","66346","1861","1478","54","519","649","218","38","1478","1084","394","3878","3374","251","0","41","15","3389","261","5","41","0","44","007","015700"
"Census Tract 158, Providence County, Rhode Island","","2145","175","","246","","328","","170","","107","","6","","60","","1977","113","43","58218","2145","1527","96","595","488","313","35","1527","1018","509","4208","3812","244","0","25","0","3812","244","0","25","0","44","007","015800"
"Census Tract 159, Providence County, Rhode Island","","1459","140","","129","","281","","116","","25","","0","","0","","1336","58","0","47071","1459","1202","159","438","490","96","19","1202","606","596","2680","2495","136","0","0","49","2506","185","38","0","0","44","007","015900"
"Census Tract 160, Providence County, Rhode Island","","1338","185","","260","","28","","101","","141","","0","","0","","1186","115","17","24181","1356","1528","270","894","285","63","16","1528","365","1163","3029","1769","862","0","0","81","1819","943","25","0","0","44","007","016000"
"Census Tract 161, Providence County, Rhode Island","40945","1997","251","5385","82","1040","135","2180","70","1210","102","2590","47","880","0","-666666666","1730","116","123","32169","2001","1717","338","821","381","91","86","1717","468","1249","4599","1936","1685","36","41","91","2006","1776","57","41","0","44","007","016100"
"Census Tract 163, Providence County, Rhode Island","","1519","180","","245","","244","","139","","75","","58","","87","","1470","16","0","65792","1544","1129","124","346","495","136","28","1129","863","266","2737","2349","243","0","22","54","2379","297","15","22","0","44","007","016300"
"Census Tract 164, Providence County, Rhode Island","","1822","401","","121","","251","","95","","38","","70","","0","","1658","112","24","30988","1874","1610","344","661","481","52","72","1610","380","1230","3900","1573","1467","0","71","250","1743","1560","0","79","0","44","007","016400"
"Census Tract 165, Providence County, Rhode Island","","1939","308","","265","","301","","105","","281","","118","","0","","1623","193","13","50366","2049","1800","239","780","575","173","33","1800","960","840","3845","3262","318","0","89","33","3284","334","6","100","11","44","007","016500"
"Census Tract 166, Providence County, Rhode Island","","678","107","","115","","90","","12","","24","","16","","16","","610","7","54","31781","678","672","156","225","224","47","20","672","194","478","1803","1091","244","0","0","37","1122","268","13","0","0","44","007","016600"
"Census Tract 167, Providence County, Rhode Island","","1316","152","","113","","211","","37","","59","","48","","19","","1154","49","0","31966","1344","1312","200","704","321","45","42","1312","282","1030","2735","1738","401","0","0","129","1846","498","31","0","0","44","007","016700"
"Census Tract 168, Providence County, Rhode Island","","1743","155","","202","","204","","84","","112","","62","","25","","1653","54","15","59663","1752","1218","65","384","557","121","91","1218","856","362","3145","2316","405","0","289","54","2328","459","0","289","0","44","007","016800"
"Census Tract 169, Providence County, Rhode Island","","1031","221","","120","","195","","43","","38","","11","","25","","934","63","0","66726","1041","857","0","382","285","135","55","857","672","185","2034","1903","37","0","12","0","1903","37","0","12","0","44","007","016900"
"Census Tract 170, Providence County, Rhode Island","","2165","247","","245","","306","","74","","149","","26","","48","","2069","7","21","48320","2222","1850","93","794","588","276","99","1850","1409","441","4616","3785","429","0","102","92","3829","521","0","102","0","44","007","017000"
"Census Tract 171, Providence County, Rhode Island","","2027","357","","267","","220","","82","","46","","89","","100","","1898","30","0","40250","2057","1838","294","666","664","145","69","1838","1028","810","4885","3344","597","0","125","136","3442","708","0","125","0","44","007","017100"
"Census Tract 173, Providence County, Rhode Island","","1419","261","","184","","95","","92","","38","","25","","0","","1387","5","0","47241","1465","1217","93","375","558","109","82","1217","509","708","2983","2364","170","0","320","108","2472","237","0","361","0","44","007","017300"
"Census Tract 174, Providence County, Rhode Island","","1403","155","","196","","167","","9","","12","","8","","9","","1279","55","27","30901","1433","1519","330","519","466","123","81","1519","594","925","4203","2855","383","12","350","139","2940","522","48","386","0","44","007","017400"
"Census Tract 175, Providence County, Rhode Island","","1631","249","","103","","203","","17","","90","","10","","10","","1597","0","34","57429","1719","1394","27","468","664","171","64","1394","813","581","3757","3479","95","0","25","24","3503","105","14","25","0","44","007","017500"
"Census Tract 176, Providence County, Rhode Island","35065","1174","155","3720","81","2795","115","3120","61","545","56","855","0","-666666666","0","-666666666","1060","71","0","33947","1183","1038","254","490","212","38","44","1038","283","755","2642","1995","199","0","244","0","1995","199","0","244","0","44","007","017600"
"Census Tract 177, Providence County, Rhode Island","","1869","252","","148","","123","","80","","112","","73","","62","","1756","0","91","57273","1921","1488","39","487","666","252","44","1488","988","500","3808","3281","198","0","175","144","3425","342","0","175","0","44","007","017700"
"Census Tract 178, Providence County, Rhode Island","","845","81","","62","","63","","31","","118","","19","","21","","827","0","18","45595","850","922","127","374","331","69","21","922","350","572","2513","2140","91","0","106","5","2145","96","0","106","0","44","007","017800"
"Census Tract 179, Providence County, Rhode Island","","1110","109","","133","","122","","43","","70","","48","","0","","1047","21","32","30204","1118","1292","271","522","432","9","58","1292","270","1022","3104","2593","58","28","25","243","2827","249","62","34","0","44","007","017900"
"Census Tract 180, Providence County, Rhode Island","","847","186","","113","","116","","25","","58","","12","","8","","736","10","6","15467","847","1454","589","563","99","73","130","1454","165","1289","2566","2041","91","22","292","74","2115","159","28","292","0","44","007","018000"
"Census Tract 181, Providence County, Rhode Island","","1189","208","","113","","61","","55","","87","","11","","45","","1089","26","13","38750","1220","1039","133","439","295","94","78","1039","250","789","2627","2273","202","0","75","0","2273","202","0","75","0","44","007","018100"
"Census Tract 182, Providence County, Rhode Island","","1213","40","","267","","201","","20","","33","","11","","0","","1137","31","0","45559","1254","1025","35","590","290","74","36","1025","380","645","2468","1877","116","0","282","47","1924","116","11","318","0","44","007","018200"
"Census Tract 183, Providence County, Rhode Island","","490","17","","111","","66","","30","","31","","30","","0","","427","0","25","21522","490","632","157","340","89","36","10","632","67","565","1537","1282","84","0","78","0","1282","84","0","78","0","44","007","018300"
"Census Tract 184, Providence County, Rhode Island","","2815","385","","330","","205","","81","","146","","13","","17","","2628","18","72","42633","2825","2573","244","994","1000","168","167","2573","1498","1075","5912","4669","253","24","296","194","4833","388","24","341","0","44","007","018400"
"Census Tract 185, Providence County, Rhode Island","","1197","160","","164","","32","","28","","43","","36","","22","","1090","85","0","51292","1204","1009","49","344","444","149","23","1009","629","380","3562","3252","107","0","46","134","3386","116","0","131","0","44","007","018500"
